flow_id,iat,packet_length,direction,icmp_type
404,0.0,110,0,8
404,0.00513148307800293,110,1,0
405,0.0,110,0,8
405,0.005632638931274414,110,1,0
406,0.0,110,0,8
406,0.004733085632324219,110,1,0
407,0.0,110,0,8
407,0.004752397537231445,110,1,0
408,0.0,110,0,8
408,0.0046863555908203125,110,1,0
409,0.0,110,0,8
409,0.004675388336181641,110,1,0
410,0.0,110,0,8
410,0.006202220916748047,110,1,0
411,0.0,110,0,8
411,0.00466465950012207,110,1,0
412,0.0,110,0,8
412,0.005051136016845703,110,1,0
413,0.0,110,0,8
413,0.0050237178802490234,110,1,0
414,0.0,110,0,8
414,0.0049419403076171875,110,1,0
415,0.0,110,0,8
415,0.006770610809326172,110,1,0
416,0.0,110,0,8
416,0.0049076080322265625,110,1,0
417,0.0,110,0,8
417,0.004838228225708008,110,1,0
418,0.0,110,0,8
418,0.004876613616943359,110,1,0
419,0.0,110,0,8
419,0.0047817230224609375,110,1,0
420,0.0,110,0,8
420,0.0048372745513916016,110,1,0
421,0.0,110,0,8
421,0.006037712097167969,110,1,0
422,0.0,110,0,8
422,0.004959821701049805,110,1,0
423,0.0,110,0,8
423,0.004945278167724609,110,1,0
424,0.0,110,0,8
424,0.004780292510986328,110,1,0
425,0.0,110,0,8
425,0.004968404769897461,110,1,0
426,0.0,110,0,8
426,0.004835844039916992,110,1,0
427,0.0,110,0,8
427,0.0048487186431884766,110,1,0
428,0.0,110,0,8
428,0.004916191101074219,110,1,0
429,0.0,110,0,8
429,0.004981279373168945,110,1,0
430,0.0,110,0,8
430,0.004910707473754883,110,1,0
431,0.0,110,0,8
431,0.004758358001708984,110,1,0
432,0.0,110,0,8
432,0.004925727844238281,110,1,0
433,0.0,110,0,8
433,0.004815816879272461,110,1,0
434,0.0,110,0,8
434,0.004866123199462891,110,1,0
435,0.0,110,0,8
435,0.0049555301666259766,110,1,0
436,0.0,110,0,8
436,0.004976749420166016,110,1,0
437,0.0,110,0,8
437,0.0049974918365478516,110,1,0
438,0.0,110,0,8
438,0.004964113235473633,110,1,0
439,0.0,110,0,8
439,0.004790306091308594,110,1,0
440,0.0,110,0,8
440,0.004830837249755859,110,1,0
441,0.0,110,0,8
441,0.0047533512115478516,110,1,0
442,0.0,110,0,8
442,0.009863615036010742,110,1,0
443,0.0,110,0,8
443,0.004828453063964844,110,1,0
444,0.0,110,0,8
444,0.004821062088012695,110,1,0
445,0.0,110,0,8
445,0.0048220157623291016,110,1,0
446,0.0,110,0,8
446,0.004911899566650391,110,1,0
447,0.0,110,0,8
447,0.0048007965087890625,110,1,0
448,0.0,110,0,8
448,0.004860639572143555,110,1,0
449,0.0,110,0,8
449,0.004780769348144531,110,1,0
