flow_id,iat,packet_length,direction,icmp_type
450,0.0,110,0,8
450,0.005048990249633789,110,1,0
451,0.0,110,0,8
451,0.004859447479248047,110,1,0
452,0.0,110,0,8
452,0.004627704620361328,110,1,0
453,0.0,110,0,8
453,0.0046634674072265625,110,1,0
454,0.0,110,0,8
454,0.00471043586730957,110,1,0
455,0.0,110,0,8
455,0.004703044891357422,110,1,0
456,0.0,110,0,8
456,0.004654407501220703,110,1,0
457,0.0,110,0,8
457,0.004791975021362305,110,1,0
458,0.0,110,0,8
458,0.004823923110961914,110,1,0
459,0.0,110,0,8
459,0.0048675537109375,110,1,0
460,0.0,110,0,8
460,0.004968166351318359,110,1,0
461,0.0,110,0,8
461,0.004786968231201172,110,1,0
462,0.0,110,0,8
462,0.0048029422760009766,110,1,0
463,0.0,110,0,8
463,0.004839658737182617,110,1,0
464,0.0,110,0,8
464,0.10222005844116211,110,1,0
465,0.0,110,0,8
465,0.005757331848144531,110,1,0
466,0.0,110,0,8
466,0.004868268966674805,110,1,0
467,0.0,110,0,8
467,0.004854679107666016,110,1,0
468,0.0,110,0,8
468,0.004828929901123047,110,1,0
469,0.0,110,0,8
469,0.0045719146728515625,110,1,0
470,0.0,110,0,8
470,0.004737377166748047,110,1,0
471,0.0,110,0,8
471,0.004878997802734375,110,1,0
472,0.0,110,0,8
472,0.004831075668334961,110,1,0
473,0.0,110,0,8
473,0.004883527755737305,110,1,0
474,0.0,110,0,8
474,0.0048618316650390625,110,1,0
475,0.0,110,0,8
475,0.0048329830169677734,110,1,0
476,0.0,110,0,8
476,0.004833698272705078,110,1,0
477,0.0,110,0,8
477,0.00471949577331543,110,1,0
478,0.0,110,0,8
478,0.004853963851928711,110,1,0
479,0.0,110,0,8
479,0.004904985427856445,110,1,0
480,0.0,110,0,8
480,0.005058765411376953,110,1,0
481,0.0,110,0,8
481,0.006522655487060547,110,1,0
482,0.0,110,0,8
482,0.004752159118652344,110,1,0
483,0.0,110,0,8
483,0.004809856414794922,110,1,0
484,0.0,110,0,8
484,0.004888057708740234,110,1,0
485,0.0,110,0,8
485,0.0051174163818359375,110,1,0
486,0.0,110,0,8
486,0.004934072494506836,110,1,0
487,0.0,110,0,8
487,0.004925727844238281,110,1,0
488,0.0,110,0,8
488,0.004896640777587891,110,1,0
489,0.0,110,0,8
489,0.004994630813598633,110,1,0
490,0.0,110,0,8
490,0.005111217498779297,110,1,0
491,0.0,110,0,8
491,0.004821062088012695,110,1,0
492,0.0,110,0,8
492,0.00480341911315918,110,1,0
493,0.0,110,0,8
493,0.005978584289550781,110,1,0
494,0.0,110,0,8
494,0.004826545715332031,110,1,0
495,0.0,110,0,8
495,0.004868984222412109,110,1,0
496,0.0,110,0,8
496,0.004854917526245117,110,1,0
497,0.0,110,0,8
497,0.0048139095306396484,110,1,0
498,0.0,110,0,8
498,0.004765748977661133,110,1,0
499,0.0,110,0,8
499,0.004754066467285156,110,1,0
500,0.0,110,0,8
500,0.004883527755737305,110,1,0
501,0.0,110,0,8
501,0.004804849624633789,110,1,0
502,0.0,110,0,8
502,0.004797220230102539,110,1,0
503,0.0,110,0,8
503,0.0048792362213134766,110,1,0
504,0.0,110,0,8
504,0.004724740982055664,110,1,0
505,0.0,110,0,8
505,0.004656314849853516,110,1,0
506,0.0,110,0,8
506,0.004677295684814453,110,1,0
507,0.0,110,0,8
507,0.0046007633209228516,110,1,0
508,0.0,110,0,8
508,0.004664421081542969,110,1,0
509,0.0,110,0,8
509,0.0048711299896240234,110,1,0
510,0.0,110,0,8
510,0.004762411117553711,110,1,0
511,0.0,110,0,8
511,0.004660129547119141,110,1,0
512,0.0,110,0,8
512,0.004700660705566406,110,1,0
513,0.0,110,0,8
513,0.004773855209350586,110,1,0
514,0.0,110,0,8
514,0.004744768142700195,110,1,0
515,0.0,110,0,8
515,0.004781961441040039,110,1,0
516,0.0,110,0,8
516,0.004709720611572266,110,1,0
517,0.0,110,0,8
517,0.004600048065185547,110,1,0
518,0.0,110,0,8
518,0.004765748977661133,110,1,0
519,0.0,110,0,8
519,0.0047435760498046875,110,1,0
520,0.0,110,0,8
520,0.0047454833984375,110,1,0
521,0.0,110,0,8
521,0.00469660758972168,110,1,0
522,0.0,110,0,8
522,0.00485992431640625,110,1,0
523,0.0,110,0,8
523,0.004794120788574219,110,1,0
524,0.0,110,0,8
524,0.004747867584228516,110,1,0
525,0.0,110,0,8
525,0.004814624786376953,110,1,0
526,0.0,110,0,8
526,0.005098581314086914,110,1,0
527,0.0,110,0,8
527,0.004876613616943359,110,1,0
528,0.0,110,0,8
528,0.00498652458190918,110,1,0
529,0.0,110,0,8
529,0.00479888916015625,110,1,0
530,0.0,110,0,8
530,0.004896402359008789,110,1,0
531,0.0,110,0,8
531,0.004995584487915039,110,1,0
532,0.0,110,0,8
532,0.004872322082519531,110,1,0
533,0.0,110,0,8
533,0.004918098449707031,110,1,0
534,0.0,110,0,8
534,0.004835844039916992,110,1,0
535,0.0,110,0,8
535,0.004768848419189453,110,1,0
536,0.0,110,0,8
536,0.004689693450927734,110,1,0
537,0.0,110,0,8
537,0.004784345626831055,110,1,0
538,0.0,110,0,8
538,0.004788398742675781,110,1,0
539,0.0,110,0,8
539,0.004815340042114258,110,1,0
540,0.0,110,0,8
540,0.004854440689086914,110,1,0
541,0.0,110,0,8
541,0.004836320877075195,110,1,0
542,0.0,110,0,8
542,0.004748106002807617,110,1,0
543,0.0,110,0,8
543,0.004708766937255859,110,1,0
544,0.0,110,0,8
544,0.004842519760131836,110,1,0
545,0.0,110,0,8
545,0.004919767379760742,110,1,0
546,0.0,110,0,8
546,0.00485539436340332,110,1,0
547,0.0,110,0,8
547,0.0050203800201416016,110,1,0
548,0.0,110,0,8
548,0.004798173904418945,110,1,0
549,0.0,110,0,8
549,0.004824161529541016,110,1,0
550,0.0,110,0,8
550,0.00479888916015625,110,1,0
551,0.0,110,0,8
551,0.004847526550292969,110,1,0
552,0.0,110,0,8
552,0.0047550201416015625,110,1,0
553,0.0,110,0,8
553,0.0048675537109375,110,1,0
554,0.0,110,0,8
554,0.006135463714599609,110,1,0
555,0.0,110,0,8
555,0.004928112030029297,110,1,0
556,0.0,110,0,8
556,0.004681587219238281,110,1,0
557,0.0,110,0,8
557,0.0052754878997802734,110,1,0
558,0.0,110,0,8
558,0.004753589630126953,110,1,0
559,0.0,110,0,8
559,0.004905223846435547,110,1,0
560,0.0,110,0,8
560,0.0049173831939697266,110,1,0
561,0.0,110,0,8
561,0.004835844039916992,110,1,0
562,0.0,110,0,8
562,0.004785299301147461,110,1,0
563,0.0,110,0,8
563,0.006116151809692383,110,1,0
564,0.0,110,0,8
564,0.004858493804931641,110,1,0
565,0.0,110,0,8
565,0.004628896713256836,110,1,0
566,0.0,110,0,8
566,0.0047512054443359375,110,1,0
567,0.0,110,0,8
567,0.004731178283691406,110,1,0
568,0.0,110,0,8
568,0.004701852798461914,110,1,0
569,0.0,110,0,8
569,0.00466609001159668,110,1,0
570,0.0,110,0,8
570,0.004683494567871094,110,1,0
571,0.0,110,0,8
571,0.004965305328369141,110,1,0
572,0.0,110,0,8
572,0.0046961307525634766,110,1,0
573,0.0,110,0,8
573,0.004717111587524414,110,1,0
574,0.0,110,0,8
574,0.0047495365142822266,110,1,0
575,0.0,110,0,8
575,0.004681825637817383,110,1,0
576,0.0,110,0,8
576,0.004717826843261719,110,1,0
577,0.0,110,0,8
577,0.004656553268432617,110,1,0
578,0.0,110,0,8
578,0.0046770572662353516,110,1,0
579,0.0,110,0,8
579,0.004633665084838867,110,1,0
580,0.0,110,0,8
580,0.004864215850830078,110,1,0
581,0.0,110,0,8
581,0.004747629165649414,110,1,0
582,0.0,110,0,8
582,0.004667758941650391,110,1,0
583,0.0,110,0,8
583,0.004759788513183594,110,1,0
584,0.0,110,0,8
584,0.004621982574462891,110,1,0
585,0.0,110,0,8
585,0.004640340805053711,110,1,0
586,0.0,110,0,8
586,0.0048029422760009766,110,1,0
587,0.0,110,0,8
587,0.004818916320800781,110,1,0
588,0.0,110,0,8
588,0.004620552062988281,110,1,0
589,0.0,110,0,8
589,0.00632929801940918,110,1,0
590,0.0,110,0,8
590,0.004944324493408203,110,1,0
591,0.0,110,0,8
591,0.005022525787353516,110,1,0
592,0.0,110,0,8
592,0.004795074462890625,110,1,0
593,0.0,110,0,8
593,0.004825115203857422,110,1,0
594,0.0,110,0,8
594,0.004818439483642578,110,1,0
595,0.0,110,0,8
595,0.005064964294433594,110,1,0
596,0.0,110,0,8
596,0.0050890445709228516,110,1,0
597,0.0,110,0,8
597,0.0061724185943603516,110,1,0
598,0.0,110,0,8
598,0.009276390075683594,110,1,0
599,0.0,110,0,8
599,0.004983425140380859,110,1,0
600,0.0,110,0,8
600,0.005036354064941406,110,1,0
601,0.0,110,0,8
601,0.004807472229003906,110,1,0
602,0.0,110,0,8
602,0.004849672317504883,110,1,0
603,0.0,110,0,8
603,0.004983186721801758,110,1,0
604,0.0,110,0,8
604,0.0049207210540771484,110,1,0
605,0.0,110,0,8
605,0.004991292953491211,110,1,0
606,0.0,110,0,8
606,0.0049097537994384766,110,1,0
607,0.0,110,0,8
607,0.0048580169677734375,110,1,0
608,0.0,110,0,8
608,0.0048847198486328125,110,1,0
609,0.0,110,0,8
609,0.004798412322998047,110,1,0
610,0.0,110,0,8
610,0.0049288272857666016,110,1,0
611,0.0,110,0,8
611,0.0049364566802978516,110,1,0
612,0.0,110,0,8
612,0.004828691482543945,110,1,0
613,0.0,110,0,8
613,0.005027055740356445,110,1,0
614,0.0,110,0,8
614,0.0050542354583740234,110,1,0
615,0.0,110,0,8
615,0.006261110305786133,110,1,0
616,0.0,110,0,8
616,0.004955768585205078,110,1,0
617,0.0,110,0,8
617,0.004883766174316406,110,1,0
618,0.0,110,0,8
618,0.004930019378662109,110,1,0
619,0.0,110,0,8
619,0.004949331283569336,110,1,0
620,0.0,110,0,8
620,0.005115509033203125,110,1,0
621,0.0,110,0,8
621,0.005007028579711914,110,1,0
622,0.0,110,0,8
622,0.004956960678100586,110,1,0
623,0.0,110,0,8
623,0.004930973052978516,110,1,0
624,0.0,110,0,8
624,0.005051612854003906,110,1,0
625,0.0,110,0,8
625,0.0048007965087890625,110,1,0
626,0.0,110,0,8
626,0.004833221435546875,110,1,0
627,0.0,110,0,8
627,0.00485992431640625,110,1,0
628,0.0,110,0,8
628,0.0050356388092041016,110,1,0
629,0.0,110,0,8
629,0.0048923492431640625,110,1,0
630,0.0,110,0,8
630,0.004925251007080078,110,1,0
631,0.0,110,0,8
631,0.004811525344848633,110,1,0
632,0.0,110,0,8
632,0.0050046443939208984,110,1,0
633,0.0,110,0,8
633,0.004748344421386719,110,1,0
634,0.0,110,0,8
634,0.004745960235595703,110,1,0
635,0.0,110,0,8
635,0.004843473434448242,110,1,0
636,0.0,110,0,8
636,0.004807949066162109,110,1,0
637,0.0,110,0,8
637,0.004766702651977539,110,1,0
638,0.0,110,0,8
638,0.004716157913208008,110,1,0
639,0.0,110,0,8
639,0.00513458251953125,110,1,0
640,0.0,110,0,8
640,0.004992246627807617,110,1,0
641,0.0,110,0,8
641,0.004853010177612305,110,1,0
642,0.0,110,0,8
642,0.0048902034759521484,110,1,0
643,0.0,110,0,8
643,0.004719257354736328,110,1,0
644,0.0,110,0,8
644,0.004837989807128906,110,1,0
645,0.0,110,0,8
645,0.004801511764526367,110,1,0
646,0.0,110,0,8
646,0.004883766174316406,110,1,0
647,0.0,110,0,8
647,0.0048215389251708984,110,1,0
648,0.0,110,0,8
648,0.0050089359283447266,110,1,0
649,0.0,110,0,8
649,0.005044698715209961,110,1,0
650,0.0,110,0,8
650,0.004995584487915039,110,1,0
651,0.0,110,0,8
651,0.005094051361083984,110,1,0
652,0.0,110,0,8
652,0.005034208297729492,110,1,0
653,0.0,110,0,8
653,0.012984752655029297,110,1,0
654,0.0,110,0,8
654,0.00497746467590332,110,1,0
655,0.0,110,0,8
655,0.004983186721801758,110,1,0
656,0.0,110,0,8
656,0.004974365234375,110,1,0
657,0.0,110,0,8
657,0.004945039749145508,110,1,0
658,0.0,110,0,8
658,0.0047719478607177734,110,1,0
659,0.0,110,0,8
659,0.005020856857299805,110,1,0
660,0.0,110,0,8
660,0.004903316497802734,110,1,0
661,0.0,110,0,8
661,0.004962921142578125,110,1,0
662,0.0,110,0,8
662,0.005064725875854492,110,1,0
663,0.0,110,0,8
663,0.006116390228271484,110,1,0
664,0.0,110,0,8
664,0.0049571990966796875,110,1,0
665,0.0,110,0,8
665,0.004762172698974609,110,1,0
666,0.0,110,0,8
666,0.005466938018798828,110,1,0
667,0.0,110,0,8
667,0.005007505416870117,110,1,0
668,0.0,110,0,8
668,0.004959583282470703,110,1,0
669,0.0,110,0,8
669,0.0050313472747802734,110,1,0
670,0.0,110,0,8
670,0.005039691925048828,110,1,0
671,0.0,110,0,8
671,0.0050542354583740234,110,1,0
672,0.0,110,0,8
672,0.004902362823486328,110,1,0
673,0.0,110,0,8
673,0.004912137985229492,110,1,0
674,0.0,110,0,8
674,0.004942417144775391,110,1,0
675,0.0,110,0,8
675,0.3112766742706299,110,1,0
676,0.0,110,0,8
676,0.00486302375793457,110,1,0
677,0.0,110,0,8
677,0.004697084426879883,110,1,0
678,0.0,110,0,8
678,0.0049533843994140625,110,1,0
679,0.0,110,0,8
679,0.457442045211792,110,1,0
680,0.0,110,0,8
680,0.2061011791229248,110,1,0
681,0.0,110,0,8
681,0.00497126579284668,110,1,0
682,0.0,110,0,8
682,0.005060911178588867,110,1,0
683,0.0,110,0,8
683,0.004942417144775391,110,1,0
684,0.0,110,0,8
684,0.004912376403808594,110,1,0
685,0.0,110,0,8
685,0.004785776138305664,110,1,0
686,0.0,110,0,8
686,0.004775047302246094,110,1,0
687,0.0,110,0,8
687,0.00475764274597168,110,1,0
688,0.0,110,0,8
688,0.005900144577026367,110,1,0
689,0.0,110,0,8
689,0.0048482418060302734,110,1,0
690,0.0,110,0,8
690,0.0047473907470703125,110,1,0
691,0.0,110,0,8
691,0.004807710647583008,110,1,0
692,0.0,110,0,8
692,0.004777431488037109,110,1,0
693,0.0,110,0,8
693,0.004782438278198242,110,1,0
694,0.0,110,0,8
694,0.004763364791870117,110,1,0
695,0.0,110,0,8
695,0.004730701446533203,110,1,0
696,0.0,110,0,8
696,0.0046656131744384766,110,1,0
697,0.0,110,0,8
697,0.0048291683197021484,110,1,0
698,0.0,110,0,8
698,0.0047779083251953125,110,1,0
699,0.0,110,0,8
699,0.004773378372192383,110,1,0
700,0.0,110,0,8
700,0.0047130584716796875,110,1,0
701,0.0,110,0,8
701,0.004792690277099609,110,1,0
702,0.0,110,0,8
702,0.0047457218170166016,110,1,0
703,0.0,110,0,8
703,0.004732847213745117,110,1,0
704,0.0,110,0,8
704,0.004769802093505859,110,1,0
705,0.0,110,0,8
705,0.00485992431640625,110,1,0
706,0.0,110,0,8
706,0.004858970642089844,110,1,0
707,0.0,110,0,8
707,0.0048236846923828125,110,1,0
708,0.0,110,0,8
708,0.004933595657348633,110,1,0
709,0.0,110,0,8
709,0.005015373229980469,110,1,0
710,0.0,110,0,8
710,0.004937887191772461,110,1,0
711,0.0,110,0,8
711,0.004876852035522461,110,1,0
712,0.0,110,0,8
712,0.004846811294555664,110,1,0
713,0.0,110,0,8
713,0.0048122406005859375,110,1,0
714,0.0,110,0,8
714,0.0048635005950927734,110,1,0
715,0.0,110,0,8
715,0.005497455596923828,110,1,0
716,0.0,110,0,8
716,0.0049626827239990234,110,1,0
717,0.0,110,0,8
717,0.004685163497924805,110,1,0
718,0.0,110,0,8
718,0.005343437194824219,110,1,0
719,0.0,110,0,8
719,0.004849910736083984,110,1,0
720,0.0,110,0,8
720,0.004971742630004883,110,1,0
721,0.0,110,0,8
721,0.004900455474853516,110,1,0
722,0.0,110,0,8
722,0.005032062530517578,110,1,0
723,0.0,110,0,8
723,0.0049724578857421875,110,1,0
724,0.0,110,0,8
724,0.005034685134887695,110,1,0
725,0.0,110,0,8
725,0.004826545715332031,110,1,0
726,0.0,110,0,8
726,0.005057334899902344,110,1,0
727,0.0,110,0,8
727,0.004982709884643555,110,1,0
728,0.0,110,0,8
728,0.004984140396118164,110,1,0
729,0.0,110,0,8
729,0.004920244216918945,110,1,0
730,0.0,110,0,8
730,0.004661083221435547,110,1,0
731,0.0,110,0,8
731,0.010722637176513672,110,1,0
732,0.0,110,0,8
732,0.0048732757568359375,110,1,0
733,0.0,110,0,8
733,0.0051229000091552734,110,1,0
734,0.0,110,0,8
734,0.0049054622650146484,110,1,0
735,0.0,110,0,8
735,0.004873752593994141,110,1,0
736,0.0,110,0,8
736,0.004851818084716797,110,1,0
737,0.0,110,0,8
737,0.004963397979736328,110,1,0
738,0.0,110,0,8
738,0.004960536956787109,110,1,0
739,0.0,110,0,8
739,0.004935741424560547,110,1,0
740,0.0,110,0,8
740,0.004916667938232422,110,1,0
741,0.0,110,0,8
741,0.0048902034759521484,110,1,0
742,0.0,110,0,8
742,0.004892826080322266,110,1,0
743,0.0,110,0,8
743,0.0047245025634765625,110,1,0
744,0.0,110,0,8
744,0.004867076873779297,110,1,0
745,0.0,110,0,8
745,0.0048449039459228516,110,1,0
746,0.0,110,0,8
746,0.004748106002807617,110,1,0
747,0.0,110,0,8
747,0.004750490188598633,110,1,0
748,0.0,110,0,8
748,0.00494384765625,110,1,0
749,0.0,110,0,8
749,0.0047948360443115234,110,1,0
750,0.0,110,0,8
750,0.004690647125244141,110,1,0
751,0.0,110,0,8
751,0.004820346832275391,110,1,0
752,0.0,110,0,8
752,0.004678964614868164,110,1,0
753,0.0,110,0,8
753,0.004838705062866211,110,1,0
754,0.0,110,0,8
754,0.0047070980072021484,110,1,0
755,0.0,110,0,8
755,0.004755973815917969,110,1,0
756,0.0,110,0,8
756,0.004727363586425781,110,1,0
757,0.0,110,0,8
757,0.004654884338378906,110,1,0
758,0.0,110,0,8
758,0.0047223567962646484,110,1,0
759,0.0,110,0,8
759,0.004968881607055664,110,1,0
760,0.0,110,0,8
760,0.0048220157623291016,110,1,0
761,0.0,110,0,8
761,0.004665374755859375,110,1,0
762,0.0,110,0,8
762,0.004731893539428711,110,1,0
763,0.0,110,0,8
763,0.004691362380981445,110,1,0
764,0.0,110,0,8
764,0.004645347595214844,110,1,0
765,0.0,110,0,8
765,0.004820585250854492,110,1,0
766,0.0,110,0,8
766,0.004812955856323242,110,1,0
767,0.0,110,0,8
767,0.004797458648681641,110,1,0
768,0.0,110,0,8
768,0.0048487186431884766,110,1,0
769,0.0,110,0,8
769,0.004998683929443359,110,1,0
770,0.0,110,0,8
770,0.004815101623535156,110,1,0
771,0.0,110,0,8
771,0.004804849624633789,110,1,0
772,0.0,110,0,8
772,0.004677534103393555,110,1,0
773,0.0,110,0,8
773,0.004742622375488281,110,1,0
774,0.0,110,0,8
774,0.004853010177612305,110,1,0
775,0.0,110,0,8
775,0.00483393669128418,110,1,0
776,0.0,110,0,8
776,0.004746913909912109,110,1,0
777,0.0,110,0,8
777,0.004816770553588867,110,1,0
778,0.0,110,0,8
778,0.0049343109130859375,110,1,0
779,0.0,110,0,8
779,0.004845380783081055,110,1,0
780,0.0,110,0,8
780,0.004899263381958008,110,1,0
781,0.0,110,0,8
781,0.004935026168823242,110,1,0
782,0.0,110,0,8
782,0.004860639572143555,110,1,0
783,0.0,110,0,8
783,0.0047757625579833984,110,1,0
784,0.0,110,0,8
784,0.005171537399291992,110,1,0
785,0.0,110,0,8
785,0.005113124847412109,110,1,0
786,0.0,110,0,8
786,0.0048482418060302734,110,1,0
787,0.0,110,0,8
787,0.0050241947174072266,110,1,0
788,0.0,110,0,8
788,0.004790782928466797,110,1,0
789,0.0,110,0,8
789,0.00505518913269043,110,1,0
790,0.0,110,0,8
790,0.00509333610534668,110,1,0
791,0.0,110,0,8
791,0.005009889602661133,110,1,0
792,0.0,110,0,8
792,0.004906654357910156,110,1,0
793,0.0,110,0,8
793,0.005088090896606445,110,1,0
794,0.0,110,0,8
794,0.006231069564819336,110,1,0
795,0.0,110,0,8
795,0.004860639572143555,110,1,0
796,0.0,110,0,8
796,0.005005359649658203,110,1,0
797,0.0,110,0,8
797,0.0049097537994384766,110,1,0
798,0.0,110,0,8
798,0.004813194274902344,110,1,0
799,0.0,110,0,8
799,0.004778623580932617,110,1,0
800,0.0,110,0,8
800,0.005010128021240234,110,1,0
801,0.0,110,0,8
801,0.004883527755737305,110,1,0
802,0.0,110,0,8
802,0.005072593688964844,110,1,0
803,0.0,110,0,8
803,0.004965782165527344,110,1,0
804,0.0,110,0,8
804,0.004914760589599609,110,1,0
805,0.0,110,0,8
805,0.004742145538330078,110,1,0
806,0.0,110,0,8
806,0.004780769348144531,110,1,0
807,0.0,110,0,8
807,0.004679441452026367,110,1,0
808,0.0,110,0,8
808,0.004721164703369141,110,1,0
809,0.0,110,0,8
809,0.0047953128814697266,110,1,0
810,0.0,110,0,8
810,0.004929780960083008,110,1,0
811,0.0,110,0,8
811,0.004821062088012695,110,1,0
812,0.0,110,0,8
812,0.004807233810424805,110,1,0
813,0.0,110,0,8
813,0.0047991275787353516,110,1,0
814,0.0,110,0,8
814,0.004652500152587891,110,1,0
815,0.0,110,0,8
815,0.004640102386474609,110,1,0
816,0.0,110,0,8
816,0.004673957824707031,110,1,0
817,0.0,110,0,8
817,0.004759550094604492,110,1,0
818,0.0,110,0,8
818,0.004803895950317383,110,1,0
819,0.0,110,0,8
819,0.00482630729675293,110,1,0
820,0.0,110,0,8
820,0.004812717437744141,110,1,0
821,0.0,110,0,8
821,0.004670143127441406,110,1,0
822,0.0,110,0,8
822,0.005919933319091797,110,1,0
823,0.0,110,0,8
823,0.004739522933959961,110,1,0
824,0.0,110,0,8
824,0.00474095344543457,110,1,0
825,0.0,110,0,8
825,0.005022525787353516,110,1,0
826,0.0,110,0,8
826,0.0048372745513916016,110,1,0
827,0.0,110,0,8
827,0.0050466060638427734,110,1,0
828,0.0,110,0,8
828,0.004774332046508789,110,1,0
829,0.0,110,0,8
829,0.004864931106567383,110,1,0
830,0.0,110,0,8
830,0.0048215389251708984,110,1,0
831,0.0,110,0,8
831,0.004790782928466797,110,1,0
832,0.0,110,0,8
832,0.004827737808227539,110,1,0
833,0.0,110,0,8
833,0.00494384765625,110,1,0
834,0.0,110,0,8
834,0.0048503875732421875,110,1,0
835,0.0,110,0,8
835,0.004828453063964844,110,1,0
836,0.0,110,0,8
836,0.0050373077392578125,110,1,0
837,0.0,110,0,8
837,0.0048732757568359375,110,1,0
838,0.0,110,0,8
838,0.004889011383056641,110,1,0
839,0.0,110,0,8
839,0.005257368087768555,110,1,0
840,0.0,110,0,8
840,0.004919767379760742,110,1,0
841,0.0,110,0,8
841,0.004935503005981445,110,1,0
842,0.0,110,0,8
842,0.0049571990966796875,110,1,0
843,0.0,110,0,8
843,0.0049076080322265625,110,1,0
844,0.0,110,0,8
844,0.00487208366394043,110,1,0
845,0.0,110,0,8
845,0.004842281341552734,110,1,0
846,0.0,110,0,8
846,0.005030632019042969,110,1,0
847,0.0,110,0,8
847,0.004721164703369141,110,1,0
848,0.0,110,0,8
848,0.004807949066162109,110,1,0
849,0.0,110,0,8
849,0.0048563480377197266,110,1,0
850,0.0,110,0,8
850,0.004913806915283203,110,1,0
851,0.0,110,0,8
851,0.004860639572143555,110,1,0
852,0.0,110,0,8
852,0.00489354133605957,110,1,0
853,0.0,110,0,8
853,0.005041599273681641,110,1,0
854,0.0,110,0,8
854,0.004917621612548828,110,1,0
855,0.0,110,0,8
855,0.004945039749145508,110,1,0
856,0.0,110,0,8
856,0.0051348209381103516,110,1,0
857,0.0,110,0,8
857,0.005183696746826172,110,1,0
858,0.0,110,0,8
858,0.004878044128417969,110,1,0
859,0.0,110,0,8
859,0.004851102828979492,110,1,0
860,0.0,110,0,8
860,0.004912614822387695,110,1,0
861,0.0,110,0,8
861,0.00473785400390625,110,1,0
862,0.0,110,0,8
862,0.004796504974365234,110,1,0
863,0.0,110,0,8
863,0.0049440860748291016,110,1,0
864,0.0,110,0,8
864,0.007101535797119141,110,1,0
865,0.0,110,0,8
865,0.005236625671386719,110,1,0
866,0.0,110,0,8
866,0.004930019378662109,110,1,0
867,0.0,110,0,8
867,0.0048329830169677734,110,1,0
868,0.0,110,0,8
868,0.007719516754150391,110,1,0
869,0.0,110,0,8
869,0.004898786544799805,110,1,0
870,0.0,110,0,8
870,0.004883289337158203,110,1,0
871,0.0,110,0,8
871,0.004793405532836914,110,1,0
872,0.0,110,0,8
872,0.0049381256103515625,110,1,0
873,0.0,110,0,8
873,0.004923343658447266,110,1,0
874,0.0,110,0,8
874,0.004762411117553711,110,1,0
875,0.0,110,0,8
875,0.00474095344543457,110,1,0
876,0.0,110,0,8
876,0.0048847198486328125,110,1,0
877,0.0,110,0,8
877,0.005890607833862305,110,1,0
878,0.0,110,0,8
878,0.004836082458496094,110,1,0
879,0.0,110,0,8
879,0.004799842834472656,110,1,0
880,0.0,110,0,8
880,0.005008220672607422,110,1,0
881,0.0,110,0,8
881,0.0048868656158447266,110,1,0
882,0.0,110,0,8
882,0.005358457565307617,110,1,0
883,0.0,110,0,8
883,0.004736661911010742,110,1,0
884,0.0,110,0,8
884,0.004883527755737305,110,1,0
885,0.0,110,0,8
885,0.004968404769897461,110,1,0
886,0.0,110,0,8
886,0.005070924758911133,110,1,0
887,0.0,110,0,8
887,0.004927396774291992,110,1,0
888,0.0,110,0,8
888,0.004945278167724609,110,1,0
889,0.0,110,0,8
889,0.004995107650756836,110,1,0
890,0.0,110,0,8
890,0.005015134811401367,110,1,0
891,0.0,110,0,8
891,0.004983663558959961,110,1,0
892,0.0,110,0,8
892,0.004949092864990234,110,1,0
893,0.0,110,0,8
893,0.0048847198486328125,110,1,0
894,0.0,110,0,8
894,0.0049326419830322266,110,1,0
895,0.0,110,0,8
895,0.0049550533294677734,110,1,0
896,0.0,110,0,8
896,0.004963397979736328,110,1,0
897,0.0,110,0,8
897,0.00492095947265625,110,1,0
898,0.0,110,0,8
898,0.0054607391357421875,110,1,0
899,0.0,110,0,8
899,0.005003690719604492,110,1,0
900,0.0,110,0,8
900,0.0050089359283447266,110,1,0
901,0.0,110,0,8
901,0.005037069320678711,110,1,0
902,0.0,110,0,8
902,0.004974842071533203,110,1,0
903,0.0,110,0,8
903,0.004979610443115234,110,1,0
904,0.0,110,0,8
904,0.005117654800415039,110,1,0
905,0.0,110,0,8
905,0.005133867263793945,110,1,0
906,0.0,110,0,8
906,0.004998683929443359,110,1,0
907,0.0,110,0,8
907,0.005095958709716797,110,1,0
908,0.0,110,0,8
908,0.005110502243041992,110,1,0
909,0.0,110,0,8
909,0.005107402801513672,110,1,0
910,0.0,110,0,8
910,0.005081653594970703,110,1,0
911,0.0,110,0,8
911,0.005131959915161133,110,1,0
912,0.0,110,0,8
912,0.005031585693359375,110,1,0
913,0.0,110,0,8
913,0.004948139190673828,110,1,0
914,0.0,110,0,8
914,0.005167961120605469,110,1,0
915,0.0,110,0,8
915,0.0051424503326416016,110,1,0
916,0.0,110,0,8
916,0.004971504211425781,110,1,0
917,0.0,110,0,8
917,0.005120038986206055,110,1,0
918,0.0,110,0,8
918,0.0050830841064453125,110,1,0
919,0.0,110,0,8
919,0.0050547122955322266,110,1,0
920,0.0,110,0,8
920,0.005063533782958984,110,1,0
921,0.0,110,0,8
921,0.0048465728759765625,110,1,0
922,0.0,110,0,8
922,0.0047490596771240234,110,1,0
923,0.0,110,0,8
923,0.0048465728759765625,110,1,0
924,0.0,110,0,8
924,0.00493931770324707,110,1,0
925,0.0,110,0,8
925,0.00494074821472168,110,1,0
926,0.0,110,0,8
926,0.004845619201660156,110,1,0
927,0.0,110,0,8
927,0.004811763763427734,110,1,0
928,0.0,110,0,8
