flow_id,iat,packet_length,direction,tcp_flags
1,0.0,151,0,24
1,0.015100955963134766,60,1,16
1,0.0026590824127197266,233,1,24
2,0.0,138,0,24
2,0.09384703636169434,66,1,16
2,0.0008139610290527344,712,1,24
2,4.0531158447265625e-06,71,1,24
2,4.291534423828125e-05,66,0,16
4,0.0,249,0,24
4,0.023164033889770508,60,1,16
4,0.0010480880737304688,1655,1,24
4,4.100799560546875e-05,60,0,16
4,0.20693302154541016,251,0,24
4,0.024013042449951172,1702,1,24
4,4.696846008300781e-05,60,0,16
4,0.005240917205810547,252,0,24
4,0.024944067001342773,1598,1,24
4,4.696846008300781e-05,60,0,16
6,0.0,400,0,24
6,4.8160552978515625e-05,1296,0,24
6,0.023406028747558594,60,1,16
6,0.0008289813995361328,250,1,24
7,0.0,400,0,24
7,9.894371032714844e-05,494,0,24
7,0.022279024124145508,66,1,18
7,0.0010540485382080078,60,1,16
7,0.0003039836883544922,250,1,24
8,0.0,277,0,24
8,0.021957874298095703,60,1,16
8,0.0006740093231201172,320,1,24
8,0.023449182510375977,328,0,24
8,0.02266383171081543,1514,1,16
8,0.023025035858154297,249,1,24
9,0.0,223,0,24
9,0.023607969284057617,60,1,16
9,0.05385303497314453,440,1,24
9,0.05403304100036621,60,0,16
11,0.0,195,0,24
11,0.04129290580749512,60,1,16
11,0.005606889724731445,476,1,24
11,4.8160552978515625e-05,60,0,16
11,1.3100848197937012,60,0,20
12,0.0,288,0,24
12,0.015094995498657227,60,1,16
12,0.02588200569152832,992,1,24
12,4.792213439941406e-05,60,0,16
12,1.0470061302185059,60,0,20
13,0.0,302,0,24
13,0.029722929000854492,60,1,16
13,0.0007829666137695312,481,1,24
13,0.0001621246337890625,301,0,24
13,0.03135395050048828,1644,1,24
13,1.9073486328125e-06,60,0,16
13,0.00030803680419921875,302,0,24
13,0.030812978744506836,482,1,24
13,0.00014209747314453125,301,0,24
13,0.030317068099975586,1514,1,16
13,0.0006449222564697266,1643,1,24
13,9.5367431640625e-07,60,0,16
13,0.00025200843811035156,302,0,24
13,0.030195951461791992,483,1,24
13,0.00014019012451171875,301,0,24
13,0.03034687042236328,1514,1,16
13,0.0006549358367919922,1642,1,24
13,1.1920928955078125e-06,60,0,16
13,0.00033092498779296875,302,0,24
13,0.030148983001708984,483,1,24
13,0.00014591217041015625,301,0,24
13,0.030408143997192383,1514,1,16
13,0.0006518363952636719,1644,1,24
13,1.1920928955078125e-06,60,0,16
13,0.0002357959747314453,302,0,24
13,0.030662059783935547,481,1,24
13,0.00014400482177734375,301,0,24
13,0.03075098991394043,1514,1,16
13,0.0004630088806152344,1638,1,24
13,0.00018906593322753906,60,0,16
13,0.0002238750457763672,302,0,24
13,0.030169010162353516,482,1,24
13,0.00013899803161621094,301,0,24
13,0.030703067779541016,1514,1,16
13,0.00045609474182128906,1643,1,24
13,0.0001900196075439453,60,0,16
14,0.0,212,0,24
14,0.0235598087310791,60,1,16
14,0.0011739730834960938,1579,1,24
14,4.100799560546875e-05,60,0,16
14,0.042826175689697266,203,0,24
14,0.0245969295501709,1490,1,24
14,5.1975250244140625e-05,60,0,16
14,0.9260871410369873,188,0,24
14,0.02446889877319336,1628,1,24
14,9.393692016601562e-05,60,0,16
15,0.0,235,0,24
15,0.02354598045349121,60,1,16
15,0.0009210109710693359,1698,1,24
15,4.315376281738281e-05,60,0,16
16,0.0,192,0,24
16,0.023593902587890625,60,1,16
16,0.09842109680175781,382,1,24
16,7.700920104980469e-05,60,0,16
17,0.0,281,0,24
17,0.02321600914001465,60,1,16
17,0.0009050369262695312,355,1,24
17,1.6927719116210938e-05,60,0,16
18,0.0,242,0,24
18,0.015122175216674805,60,1,16
18,0.038995981216430664,544,1,24
18,4.291534423828125e-05,60,0,16
19,0.0,281,0,24
19,0.023453950881958008,60,1,16
19,0.0009322166442871094,1021,1,24
19,6.794929504394531e-05,60,0,16
19,2.2078468799591064,282,0,24
19,0.024387121200561523,2699,1,24
19,5.984306335449219e-05,60,0,16
19,2.011608123779297,338,0,24
19,0.02406001091003418,1514,1,16
19,0.0008320808410644531,2608,1,24
19,1.211812973022461,270,0,24
19,0.02407693862915039,1514,1,16
19,0.0010509490966796875,2354,1,24
19,0.049726009368896484,60,0,16
19,1.031609058380127,326,0,24
19,0.026031017303466797,1514,1,16
19,0.00014400482177734375,455,1,24
19,0.00011682510375976562,60,0,16
20,0.0,268,0,24
20,0.015022039413452148,60,1,16
20,0.00080108642578125,754,1,24
20,0.027419090270996094,319,0,24
20,0.01935887336730957,1514,1,16
20,0.01842808723449707,2974,1,24
20,7.700920104980469e-05,60,0,16
20,0.020978927612304688,2974,1,24
20,3.0040740966796875e-05,60,0,16
20,0.002162933349609375,1945,1,24
20,1.9073486328125e-06,60,0,16
21,0.0,350,0,24
21,0.015069961547851562,60,1,16
21,0.0007500648498535156,288,1,24
21,0.05762982368469238,60,0,16
21,0.9139041900634766,350,0,24
21,0.01585102081298828,759,1,24
21,0.024077892303466797,435,0,24
21,0.016104936599731445,1514,1,16
21,0.020681142807006836,1678,1,24
21,0.0002048015594482422,60,0,16
21,0.015356063842773438,3302,1,24
21,4.696846008300781e-05,60,0,16
21,0.0036220550537109375,3648,1,24
24,0.0,400,0,24
24,4.792213439941406e-05,1292,0,24
24,0.021628141403198242,66,1,18
24,0.0018069744110107422,60,1,16
24,0.0006890296936035156,250,1,24
25,0.0,397,0,24
25,4.8160552978515625e-05,1292,0,24
25,0.0868370532989502,60,1,16
25,0.004865884780883789,2001,1,24
25,3.1948089599609375e-05,60,0,16
25,0.07345199584960938,397,0,24
25,0.00015807151794433594,1852,0,24
25,0.09121990203857422,923,1,24
25,0.6277761459350586,397,0,24
25,4.1961669921875e-05,1292,0,24
25,0.0916440486907959,2001,1,24
25,2.193450927734375e-05,60,0,16
25,0.050137996673583984,397,0,24
25,0.000164031982421875,1852,0,24
25,0.09168696403503418,2383,1,24
25,2.193450927734375e-05,60,0,16
26,0.0,400,0,24
26,2.09808349609375e-05,1852,0,24
26,0.023370027542114258,60,1,16
26,0.0005791187286376953,250,1,24
27,0.0,277,0,24
27,0.02191901206970215,60,1,16
27,0.0004971027374267578,320,1,24
27,0.03062605857849121,328,0,24
27,0.022593975067138672,1514,1,16
27,0.022795915603637695,1709,1,24
27,0.00018906593322753906,60,0,16
28,0.0,400,0,24
28,4.601478576660156e-05,1292,0,24
28,0.023189067840576172,60,1,16
28,0.0013689994812011719,250,1,24
29,0.0,400,0,24
29,5.0067901611328125e-05,1852,0,24
29,0.023541927337646484,60,1,16
29,0.0006308555603027344,250,1,24
30,0.0,346,0,24
30,0.02221083641052246,60,1,16
30,0.0002739429473876953,438,1,24
30,0.06549310684204102,60,0,16
31,0.0,850,1,24
31,4.1007630825042725,489,0,24
31,0.024484872817993164,850,1,24
34,0.0,487,0,24
34,0.03638815879821777,60,1,16
34,0.020816802978515625,800,1,24
35,0.0,490,0,24
35,0.02333998680114746,60,1,16
35,0.000392913818359375,914,1,24
36,0.0,487,0,24
36,0.03651690483093262,60,1,16
36,0.02014899253845215,800,1,24
36,0.057186126708984375,60,0,16
36,0.29849791526794434,487,0,24
36,0.05720114707946777,800,1,24
36,0.050514936447143555,60,0,16
