flow_id,iat,packet_length,direction,tcp_flags
0,0.0,60,1,17
0,7.104873657226562e-05,54,0,16
0,0.00014209747314453125,54,0,17
0,0.013485908508300781,60,1,16
1,0.0,66,1,17
1,7.891654968261719e-05,66,0,17
1,0.005921125411987305,66,1,16
2,0.0,64,0,17
2,5.0067901611328125e-06,64,1,16
2,0.07813096046447754,64,1,17
2,5.1021575927734375e-05,64,0,16
3,0.0,78,1,17
3,0.00024890899658203125,78,0,16
3,2.1457672119140625e-06,78,0,17
3,0.0002448558807373047,78,1,16
4,0.0,94,0,17
4,0.0008559226989746094,94,1,17
4,0.03713393211364746,94,0,16
5,0.0,94,0,17
5,0.0009961128234863281,94,1,17
5,0.03187298774719238,94,0,16
7,0.0,74,1,17
7,8.916854858398438e-05,74,0,16
7,0.000453948974609375,74,0,17
7,0.0024819374084472656,74,1,16
8,0.0,74,1,17
8,6.890296936035156e-05,74,0,16
8,0.0004830360412597656,74,0,17
8,0.002429962158203125,74,1,16
9,0.0,74,1,17
9,7.891654968261719e-05,74,0,16
9,0.0005879402160644531,74,0,17
9,0.002460002899169922,74,1,16
10,0.0,74,1,17
10,6.604194641113281e-05,74,0,16
10,0.0006380081176757812,74,0,17
10,0.002376079559326172,74,1,16
11,0.0,74,1,17
11,0.00030112266540527344,74,0,17
11,0.002501964569091797,74,1,16
12,0.0,74,1,17
12,7.390975952148438e-05,74,0,16
12,0.0005719661712646484,74,0,17
12,0.0025739669799804688,74,1,16
13,0.0,74,1,17
13,6.198883056640625e-05,74,0,16
13,0.000514984130859375,74,0,17
13,0.0025060176849365234,74,1,16
14,0.0,74,1,17
14,6.604194641113281e-05,74,0,16
14,0.00047588348388671875,74,0,17
14,0.0025589466094970703,74,1,16
15,0.0,74,1,17
15,0.16103410720825195,74,0,16
15,5.0067901611328125e-06,74,0,17
15,0.00021004676818847656,74,1,16
16,0.0,74,1,17
16,0.17521190643310547,86,0,16
16,2.1457672119140625e-06,74,0,16
16,0.0002899169921875,74,0,17
17,0.0,74,1,17
17,0.003025054931640625,86,0,16
17,4.0531158447265625e-06,74,0,16
17,3.0994415283203125e-06,74,0,17
18,0.0,74,1,17
18,0.00310516357421875,86,0,16
18,2.86102294921875e-06,74,0,16
18,3.0994415283203125e-06,74,0,17
19,0.0,74,1,17
19,0.10461807250976562,74,0,16
19,2.86102294921875e-06,74,0,17
19,0.00014209747314453125,74,1,16
20,0.0,86,1,17
20,0.002579927444458008,86,0,17
20,0.006821155548095703,86,1,16
21,0.0,74,0,17
21,0.0008931159973144531,74,1,17
21,0.01220703125,74,0,16
22,0.0,54,0,17
22,0.013329029083251953,60,1,17
22,0.00026798248291015625,54,0,16
23,0.0,78,0,17
24,0.0,78,0,17
25,0.0,78,0,17
26,0.0,78,0,17
27,0.0,78,0,17
28,0.0,78,0,17
29,0.0,78,0,17
30,0.0,78,0,17
31,0.0,78,0,17
32,0.0,78,0,17
33,0.0,78,0,17
33,0.3032798767089844,78,0,17
34,0.0,78,0,17
34,0.002716064453125,78,0,16
35,0.0,78,0,17
35,0.005326986312866211,78,0,16
